pt_idx,S0,K,T,r,sigma,ref_source,p,sim_price,ref_price,delta,oracle_queries
48,120.0,100.0,1.0,0.05,0.2,grid,0.01,42.93363488482357,26.461423854520202,16.472211030303367,7
49,90.0,105.0,0.75,0.05,0.25,grid,0,4.250986589117956,4.008693316844159,0.24229327227379738,13
49,90.0,105.0,0.75,0.05,0.25,grid,0.0001,4.2278567380294065,4.008693316844159,0.21916342118524756,13
49,90.0,105.0,0.75,0.05,0.25,grid,0.001,3.623272023686103,4.008693316844159,0.38542129315805607,11
49,90.0,105.0,0.75,0.05,0.25,grid,0.005,6.1180025626641354,4.008693316844159,2.1093092458199765,13
49,90.0,105.0,0.75,0.05,0.25,grid,0.01,11.086734075148708,4.008693316844159,7.0780407583045495,17
50,100.0,95.0,0.25,0.05,0.2,grid,0,7.952503795814297,7.858571340089574,0.09393245572472342,15
50,100.0,95.0,0.25,0.05,0.2,grid,0.0001,7.765471896402351,7.858571340089574,0.09309944368722256,15
50,100.0,95.0,0.25,0.05,0.2,grid,0.001,8.094768477327149,7.858571340089574,0.23619713723757485,17
50,100.0,95.0,0.25,0.05,0.2,grid,0.005,13.352369208169513,7.858571340089574,5.493797868079939,7
50,100.0,95.0,0.25,0.05,0.2,grid,0.01,17.15976027664953,7.858571340089574,9.301188936559955,9
